,steps
3513,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'10:12:00'}"
3514,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'10:11:00'}"
3515,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'10:10:00'}"
3516,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'10:09:00'}"
3517,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'10:08:00'}"
3518,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'10:07:00'}"
3519,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'10:06:00'}"
3520,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'10:05:00'}"
3521,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'10:04:00'}"
3522,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'10:03:00'}"
3523,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'10:02:00'}"
3524,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'10:01:00'}"
3525,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'10:00:00'}"
3526,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:59:00'}"
3527,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:58:00'}"
3528,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:57:00'}"
3529,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:56:00'}"
3530,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:55:00'}"
3531,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:54:00'}"
3532,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:53:00'}"
3533,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:52:00'}"
3534,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:51:00'}"
3535,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:50:00'}"
3536,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:49:00'}"
3537,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:48:00'}"
3538,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:47:00'}"
3539,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:46:00'}"
3540,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:45:00'}"
3541,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:44:00'}"
3542,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:43:00'}"
3543,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:42:00'}"
3544,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:41:00'}"
3545,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:40:00'}"
3546,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:39:00'}"
3547,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:38:00'}"
3548,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:37:00'}"
3549,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:36:00'}"
3550,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:35:00'}"
3551,"{u'date': u'2013-09-05', u'steps': u'9', u'time': u'09:34:00'}"
3552,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:33:00'}"
3553,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:32:00'}"
3554,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:31:00'}"
3555,"{u'date': u'2013-09-05', u'steps': u'5', u'time': u'09:30:00'}"
3556,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:29:00'}"
3557,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:28:00'}"
3558,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:27:00'}"
3559,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:26:00'}"
3560,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:25:00'}"
3561,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:24:00'}"
3562,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:23:00'}"
3563,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:22:00'}"
3564,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:21:00'}"
3565,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:20:00'}"
3566,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:19:00'}"
3567,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:18:00'}"
3568,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:17:00'}"
3569,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:16:00'}"
3570,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:15:00'}"
3571,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:14:00'}"
3572,"{u'date': u'2013-09-05', u'steps': u'49', u'time': u'09:13:00'}"
3573,"{u'date': u'2013-09-05', u'steps': u'21', u'time': u'09:12:00'}"
3574,"{u'date': u'2013-09-05', u'steps': u'46', u'time': u'09:11:00'}"
3575,"{u'date': u'2013-09-05', u'steps': u'127', u'time': u'09:10:00'}"
3576,"{u'date': u'2013-09-05', u'steps': u'88', u'time': u'09:09:00'}"
3577,"{u'date': u'2013-09-05', u'steps': u'10', u'time': u'09:08:00'}"
3578,"{u'date': u'2013-09-05', u'steps': u'7', u'time': u'09:07:00'}"
3579,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:06:00'}"
3580,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'09:05:00'}"
3581,"{u'date': u'2013-09-05', u'steps': u'15', u'time': u'09:04:00'}"
3582,"{u'date': u'2013-09-05', u'steps': u'25', u'time': u'09:03:00'}"
3583,"{u'date': u'2013-09-05', u'steps': u'38', u'time': u'09:02:00'}"
3584,"{u'date': u'2013-09-05', u'steps': u'34', u'time': u'09:01:00'}"
3585,"{u'date': u'2013-09-05', u'steps': u'10', u'time': u'09:00:00'}"
3586,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:59:00'}"
3587,"{u'date': u'2013-09-05', u'steps': u'17', u'time': u'08:58:00'}"
3588,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:57:00'}"
3589,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:56:00'}"
3590,"{u'date': u'2013-09-05', u'steps': u'7', u'time': u'08:55:00'}"
3591,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:54:00'}"
3592,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:53:00'}"
3593,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:52:00'}"
3594,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:51:00'}"
3595,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:50:00'}"
3596,"{u'date': u'2013-09-05', u'steps': u'4', u'time': u'08:49:00'}"
3597,"{u'date': u'2013-09-05', u'steps': u'6', u'time': u'08:48:00'}"
3598,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:47:00'}"
3599,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:46:00'}"
3600,"{u'date': u'2013-09-05', u'steps': u'7', u'time': u'08:45:00'}"
3601,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:44:00'}"
3602,"{u'date': u'2013-09-05', u'steps': u'20', u'time': u'08:43:00'}"
3603,"{u'date': u'2013-09-05', u'steps': u'38', u'time': u'08:42:00'}"
3604,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:41:00'}"
3605,"{u'date': u'2013-09-05', u'steps': u'13', u'time': u'08:40:00'}"
3606,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:39:00'}"
3607,"{u'date': u'2013-09-05', u'steps': u'5', u'time': u'08:38:00'}"
3608,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:37:00'}"
3609,"{u'date': u'2013-09-05', u'steps': u'24', u'time': u'08:36:00'}"
3610,"{u'date': u'2013-09-05', u'steps': u'90', u'time': u'08:35:00'}"
3611,"{u'date': u'2013-09-05', u'steps': u'85', u'time': u'08:34:00'}"
3612,"{u'date': u'2013-09-05', u'steps': u'68', u'time': u'08:33:00'}"
3613,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:32:00'}"
3614,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:31:00'}"
3615,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:30:00'}"
3616,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:29:00'}"
3617,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:28:00'}"
3618,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:27:00'}"
3619,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:26:00'}"
3620,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:25:00'}"
3621,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:24:00'}"
3622,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:23:00'}"
3623,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:22:00'}"
3624,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:21:00'}"
3625,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:20:00'}"
3626,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:19:00'}"
3627,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:18:00'}"
3628,"{u'date': u'2013-09-05', u'steps': u'7', u'time': u'08:17:00'}"
3629,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:16:00'}"
3630,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:15:00'}"
3631,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:14:00'}"
3632,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:13:00'}"
3633,"{u'date': u'2013-09-05', u'steps': u'4', u'time': u'08:12:00'}"
3634,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:11:00'}"
3635,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:10:00'}"
3636,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:09:00'}"
3637,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:08:00'}"
3638,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:07:00'}"
3639,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:06:00'}"
3640,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:05:00'}"
3641,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:04:00'}"
3642,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:03:00'}"
3643,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:02:00'}"
3644,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:01:00'}"
3645,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'08:00:00'}"
3646,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:59:00'}"
3647,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:58:00'}"
3648,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:57:00'}"
3649,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:56:00'}"
3650,"{u'date': u'2013-09-05', u'steps': u'34', u'time': u'07:55:00'}"
3651,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:54:00'}"
3652,"{u'date': u'2013-09-05', u'steps': u'24', u'time': u'07:53:00'}"
3653,"{u'date': u'2013-09-05', u'steps': u'17', u'time': u'07:52:00'}"
3654,"{u'date': u'2013-09-05', u'steps': u'49', u'time': u'07:51:00'}"
3655,"{u'date': u'2013-09-05', u'steps': u'11', u'time': u'07:50:00'}"
3656,"{u'date': u'2013-09-05', u'steps': u'17', u'time': u'07:49:00'}"
3657,"{u'date': u'2013-09-05', u'steps': u'12', u'time': u'07:48:00'}"
3658,"{u'date': u'2013-09-05', u'steps': u'20', u'time': u'07:47:00'}"
3659,"{u'date': u'2013-09-05', u'steps': u'8', u'time': u'07:46:00'}"
3660,"{u'date': u'2013-09-05', u'steps': u'10', u'time': u'07:45:00'}"
3661,"{u'date': u'2013-09-05', u'steps': u'49', u'time': u'07:44:00'}"
3662,"{u'date': u'2013-09-05', u'steps': u'15', u'time': u'07:43:00'}"
3663,"{u'date': u'2013-09-05', u'steps': u'36', u'time': u'07:42:00'}"
3664,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:41:00'}"
3665,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:40:00'}"
3666,"{u'date': u'2013-09-05', u'steps': u'12', u'time': u'07:39:00'}"
3667,"{u'date': u'2013-09-05', u'steps': u'15', u'time': u'07:38:00'}"
3668,"{u'date': u'2013-09-05', u'steps': u'7', u'time': u'07:37:00'}"
3669,"{u'date': u'2013-09-05', u'steps': u'55', u'time': u'07:36:00'}"
3670,"{u'date': u'2013-09-05', u'steps': u'27', u'time': u'07:35:00'}"
3671,"{u'date': u'2013-09-05', u'steps': u'45', u'time': u'07:34:00'}"
3672,"{u'date': u'2013-09-05', u'steps': u'42', u'time': u'07:33:00'}"
3673,"{u'date': u'2013-09-05', u'steps': u'33', u'time': u'07:32:00'}"
3674,"{u'date': u'2013-09-05', u'steps': u'49', u'time': u'07:31:00'}"
3675,"{u'date': u'2013-09-05', u'steps': u'23', u'time': u'07:30:00'}"
3676,"{u'date': u'2013-09-05', u'steps': u'18', u'time': u'07:29:00'}"
3677,"{u'date': u'2013-09-05', u'steps': u'33', u'time': u'07:28:00'}"
3678,"{u'date': u'2013-09-05', u'steps': u'11', u'time': u'07:27:00'}"
3679,"{u'date': u'2013-09-05', u'steps': u'42', u'time': u'07:26:00'}"
3680,"{u'date': u'2013-09-05', u'steps': u'63', u'time': u'07:25:00'}"
3681,"{u'date': u'2013-09-05', u'steps': u'29', u'time': u'07:24:00'}"
3682,"{u'date': u'2013-09-05', u'steps': u'22', u'time': u'07:23:00'}"
3683,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:22:00'}"
3684,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:21:00'}"
3685,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:20:00'}"
3686,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:19:00'}"
3687,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:18:00'}"
3688,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:17:00'}"
3689,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:16:00'}"
3690,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:15:00'}"
3691,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:14:00'}"
3692,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:13:00'}"
3693,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:12:00'}"
3694,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:11:00'}"
3695,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:10:00'}"
3696,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:09:00'}"
3697,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:08:00'}"
3698,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:07:00'}"
3699,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:06:00'}"
3700,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:05:00'}"
3701,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:04:00'}"
3702,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:03:00'}"
3703,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:02:00'}"
3704,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:01:00'}"
3705,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'07:00:00'}"
3706,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:59:00'}"
3707,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:58:00'}"
3708,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:57:00'}"
3709,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:56:00'}"
3710,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:55:00'}"
3711,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:54:00'}"
3712,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:53:00'}"
3713,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:52:00'}"
3714,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:51:00'}"
3715,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:50:00'}"
3716,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:49:00'}"
3717,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:48:00'}"
3718,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:47:00'}"
3719,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:46:00'}"
3720,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:45:00'}"
3721,"{u'date': u'2013-09-05', u'steps': u'10', u'time': u'06:44:00'}"
3722,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:43:00'}"
3723,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:42:00'}"
3724,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:41:00'}"
3725,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:40:00'}"
3726,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:39:00'}"
3727,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:38:00'}"
3728,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:37:00'}"
3729,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:36:00'}"
3730,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:35:00'}"
3731,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:34:00'}"
3732,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:33:00'}"
3733,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:32:00'}"
3734,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:31:00'}"
3735,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:30:00'}"
3736,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:29:00'}"
3737,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:28:00'}"
3738,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:27:00'}"
3739,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:26:00'}"
3740,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:25:00'}"
3741,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:24:00'}"
3742,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:23:00'}"
3743,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:22:00'}"
3744,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:21:00'}"
3745,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:20:00'}"
3746,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:19:00'}"
3747,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:18:00'}"
3748,"{u'date': u'2013-09-05', u'steps': u'16', u'time': u'06:17:00'}"
3749,"{u'date': u'2013-09-05', u'steps': u'39', u'time': u'06:16:00'}"
3750,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:15:00'}"
3751,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:14:00'}"
3752,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:13:00'}"
3753,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:12:00'}"
3754,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:11:00'}"
3755,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:10:00'}"
3756,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:09:00'}"
3757,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:08:00'}"
3758,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:07:00'}"
3759,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:06:00'}"
3760,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:05:00'}"
3761,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:04:00'}"
3762,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:03:00'}"
3763,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:02:00'}"
3764,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:01:00'}"
3765,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'06:00:00'}"
3766,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:59:00'}"
3767,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:58:00'}"
3768,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:57:00'}"
3769,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:56:00'}"
3770,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:55:00'}"
3771,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:54:00'}"
3772,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:53:00'}"
3773,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:52:00'}"
3774,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:51:00'}"
3775,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:50:00'}"
3776,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:49:00'}"
3777,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:48:00'}"
3778,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:47:00'}"
3779,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:46:00'}"
3780,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:45:00'}"
3781,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:44:00'}"
3782,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:43:00'}"
3783,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:42:00'}"
3784,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:41:00'}"
3785,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:40:00'}"
3786,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:39:00'}"
3787,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:38:00'}"
3788,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:37:00'}"
3789,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:36:00'}"
3790,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:35:00'}"
3791,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:34:00'}"
3792,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:33:00'}"
3793,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:32:00'}"
3794,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:31:00'}"
3795,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:30:00'}"
3796,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:29:00'}"
3797,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:28:00'}"
3798,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:27:00'}"
3799,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:26:00'}"
3800,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:25:00'}"
3801,"{u'date': u'2013-09-05', u'steps': u'9', u'time': u'05:24:00'}"
3802,"{u'date': u'2013-09-05', u'steps': u'4', u'time': u'05:23:00'}"
3803,"{u'date': u'2013-09-05', u'steps': u'29', u'time': u'05:22:00'}"
3804,"{u'date': u'2013-09-05', u'steps': u'21', u'time': u'05:21:00'}"
3805,"{u'date': u'2013-09-05', u'steps': u'45', u'time': u'05:20:00'}"
3806,"{u'date': u'2013-09-05', u'steps': u'7', u'time': u'05:19:00'}"
3807,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:18:00'}"
3808,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:17:00'}"
3809,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:16:00'}"
3810,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:15:00'}"
3811,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:14:00'}"
3812,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:13:00'}"
3813,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:12:00'}"
3814,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:11:00'}"
3815,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:10:00'}"
3816,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:09:00'}"
3817,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:08:00'}"
3818,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:07:00'}"
3819,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:06:00'}"
3820,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'05:05:00'}"
